Customer ID,Recency,Frequency,Monetary,Cluster,CustomerSegment
12514.0,262,2,1597.76,0,Inactive Customers
12515.0,348,1,383.7,0,Inactive Customers
12516.0,73,4,2648.62,1,Regular Customers
12517.0,23,5,2481.6,1,Regular Customers
12518.0,24,4,1717.75,1,Regular Customers
12519.0,59,2,716.54,0,Inactive Customers
12520.0,74,5,2634.26,1,Regular Customers
12521.0,138,1,599.68,0,Inactive Customers
12522.0,34,2,192.72,0,Inactive Customers
12525.0,493,3,973.73,0,Inactive Customers
12526.0,49,2,1039.58,0,Inactive Customers
12527.0,77,5,735.51,0,Inactive Customers
12528.0,4,6,1933.48,1,Regular Customers
12529.0,524,1,316.48,0,Inactive Customers
12530.0,55,9,3759.26,1,Regular Customers
12531.0,10,2,1933.2,0,Inactive Customers
12532.0,25,1,349.83000000000004,0,Inactive Customers
12533.0,623,2,1367.89,0,Inactive Customers
12534.0,126,1,1089.18,0,Inactive Customers
12535.0,87,2,716.35,0,Inactive Customers
12537.0,404,1,732.94,0,Inactive Customers
12538.0,24,2,640.45,0,Inactive Customers
12541.0,25,3,981.18,0,Inactive Customers
12542.0,479,2,481.88,0,Inactive Customers
12543.0,443,1,980.25,0,Inactive Customers
12544.0,31,1,372.7,0,Inactive Customers
12545.0,70,2,1000.39,0,Inactive Customers
12546.0,42,2,1161.5,0,Inactive Customers
12547.0,193,3,383.58,0,Inactive Customers
12548.0,161,1,95.19999999999999,0,Inactive Customers
12549.0,571,6,1575.68,0,Inactive Customers
12550.0,74,1,964.83,0,Inactive Customers
12551.0,353,1,168.0,0,Inactive Customers
12552.0,34,2,437.82,0,Inactive Customers
12554.0,444,1,468.5,0,Inactive Customers
12555.0,677,1,129.23,0,Inactive Customers
12556.0,46,2,599.56,0,Inactive Customers
12558.0,3,1,269.96,0,Inactive Customers
12559.0,306,2,561.71,0,Inactive Customers
12560.0,107,2,1436.31,0,Inactive Customers
12561.0,298,1,238.85,0,Inactive Customers
12562.0,3,9,4966.92,1,Regular Customers
12563.0,404,1,249.24,0,Inactive Customers
12564.0,256,1,456.90000000000003,0,Inactive Customers
12565.0,284,1,145.92000000000002,0,Inactive Customers
12566.0,81,1,351.65,0,Inactive Customers
12568.0,640,1,70.0,0,Inactive Customers
12570.0,677,1,77.52,0,Inactive Customers
12571.0,35,2,519.61,0,Inactive Customers
12572.0,4,2,1020.4200000000001,0,Inactive Customers
12573.0,222,5,717.41,0,Inactive Customers
12574.0,311,1,218.45000000000002,0,Inactive Customers
12575.0,453,2,622.82,0,Inactive Customers
12576.0,31,8,2142.7200000000003,1,Regular Customers
12577.0,30,8,1617.1,1,Regular Customers
12578.0,16,4,4642.45,1,Regular Customers
12579.0,73,1,440.42,0,Inactive Customers
12580.0,242,2,1052.9,0,Inactive Customers
12581.0,35,1,197.71,0,Inactive Customers
12582.0,234,4,1980.4,1,Regular Customers
12584.0,13,8,2137.7,1,Regular Customers
12585.0,229,2,2040.1,0,Inactive Customers
12586.0,12,4,2062.67,1,Regular Customers
12587.0,3,1,144.0,0,Inactive Customers
12588.0,34,4,958.78,0,Inactive Customers
12589.0,24,8,4695.66,1,Regular Customers
12591.0,312,3,1338.95,0,Inactive Customers
12592.0,87,5,2582.66,1,Regular Customers
12593.0,104,3,418.1,0,Inactive Customers
12595.0,500,1,299.02,0,Inactive Customers
12596.0,47,2,618.27,0,Inactive Customers
12597.0,14,4,3811.22,1,Regular Customers
12598.0,5,11,4534.09,1,Regular Customers
12601.0,185,6,681.26,0,Inactive Customers
12602.0,54,1,153.12,0,Inactive Customers
12603.0,17,1,739.1999999999999,0,Inactive Customers
12604.0,74,2,254.18,0,Inactive Customers
12605.0,371,4,1232.95,0,Inactive Customers
12606.0,677,1,21.0,0,Inactive Customers
12607.0,55,1,1579.51,0,Inactive Customers
12608.0,400,1,415.79,0,Inactive Customers
12609.0,73,9,3435.86,1,Regular Customers
12610.0,18,5,2099.54,1,Regular Customers
12611.0,48,1,1193.32,0,Inactive Customers
12612.0,69,1,704.04,0,Inactive Customers
12614.0,273,1,315.6,0,Inactive Customers
12616.0,90,3,1131.1,0,Inactive Customers
12617.0,24,1,352.98,0,Inactive Customers
12618.0,17,1,177.31,0,Inactive Customers
12619.0,11,10,3781.38,1,Regular Customers
12620.0,10,3,1339.41,0,Inactive Customers
12622.0,227,1,180.1,0,Inactive Customers
12623.0,271,7,3747.84,1,Regular Customers
12624.0,101,2,641.13,0,Inactive Customers
12627.0,6,7,4478.53,1,Regular Customers
12628.0,28,2,571.21,0,Inactive Customers
12629.0,381,2,1558.22,0,Inactive Customers
12630.0,5,2,1270.88,0,Inactive Customers
12631.0,52,6,3481.57,1,Regular Customers
12632.0,516,2,804.88,0,Inactive Customers
12634.0,531,2,490.0,0,Inactive Customers
12635.0,85,4,2930.41,1,Regular Customers
12636.0,734,1,141.0,0,Inactive Customers
12638.0,29,2,921.49,0,Inactive Customers
12639.0,234,3,1312.3700000000001,0,Inactive Customers
12640.0,19,3,1174.58,0,Inactive Customers
12641.0,110,1,185.9,0,Inactive Customers
12642.0,20,3,1013.26,0,Inactive Customers
12644.0,125,4,1918.49,1,Regular Customers
12645.0,29,8,3539.3,1,Regular Customers
12646.0,45,1,731.69,0,Inactive Customers
12648.0,150,4,1112.0,0,Inactive Customers
12649.0,102,8,2294.65,1,Regular Customers
12651.0,330,4,377.75,0,Inactive Customers
12652.0,326,2,1017.0300000000001,0,Inactive Customers
12653.0,144,3,4160.83,1,Regular Customers
12654.0,6,5,601.98,0,Inactive Customers
12655.0,419,1,261.35,0,Inactive Customers
12657.0,6,4,1643.18,1,Regular Customers
12658.0,14,1,686.05,0,Inactive Customers
12659.0,25,1,91.68,0,Inactive Customers
12660.0,6,1,245.10000000000002,0,Inactive Customers
12661.0,431,1,162.0,0,Inactive Customers
12663.0,620,2,239.4,0,Inactive Customers
12665.0,320,3,313.6,0,Inactive Customers
12666.0,389,1,1248.42,0,Inactive Customers
12667.0,53,1,620.13,0,Inactive Customers
12669.0,146,3,2744.0299999999997,1,Regular Customers
12670.0,5,7,3760.29,1,Regular Customers
12671.0,601,1,2622.481,0,Inactive Customers
12672.0,325,2,437.05,0,Inactive Customers
12673.0,322,2,840.4,0,Inactive Customers
12674.0,34,4,1970.6,1,Regular Customers
12675.0,549,2,957.25,0,Inactive Customers
12676.0,20,11,2843.09,1,Regular Customers
12677.0,550,2,395.1,0,Inactive Customers
12679.0,54,4,1113.02,0,Inactive Customers
12680.0,69,3,613.36,0,Inactive Customers
12684.0,3,7,2283.63,1,Regular Customers
12685.0,23,6,2863.08,1,Regular Customers
12686.0,367,1,89.14,0,Inactive Customers
12687.0,476,2,2138.91,0,Inactive Customers
12688.0,109,1,4873.81,1,Regular Customers
12689.0,21,2,1247.6100000000001,0,Inactive Customers
12690.0,201,1,389.01,0,Inactive Customers
12691.0,23,7,1170.4,1,Regular Customers
12692.0,632,1,110.95,0,Inactive Customers
12693.0,122,7,1703.02,1,Regular Customers
12694.0,66,3,1843.35,1,Regular Customers
12695.0,2,7,1407.1200000000001,1,Regular Customers
12696.0,430,2,851.91,0,Inactive Customers
12697.0,24,3,957.59,0,Inactive Customers
12698.0,585,1,339.75,0,Inactive Customers
12699.0,413,1,638.11,0,Inactive Customers
12700.0,3,4,4939.99,1,Regular Customers
12701.0,75,6,2446.41,1,Regular Customers
12702.0,15,1,219.0,0,Inactive Customers
12703.0,66,4,1006.53,0,Inactive Customers
12704.0,3,8,2340.84,1,Regular Customers
12707.0,287,1,603.42,0,Inactive Customers
12710.0,92,3,1149.02,0,Inactive Customers
12711.0,607,2,1339.05,0,Inactive Customers
12715.0,101,1,343.36,0,Inactive Customers
12716.0,128,1,677.9,0,Inactive Customers
12717.0,146,3,1308.91,0,Inactive Customers
12718.0,66,1,238.25,0,Inactive Customers
12719.0,60,1,283.6,0,Inactive Customers
12721.0,27,8,4013.08,1,Regular Customers
12722.0,80,4,997.63,0,Inactive Customers
12723.0,11,4,647.79,0,Inactive Customers
12724.0,77,6,2109.28,1,Regular Customers
12725.0,366,4,2266.76,1,Regular Customers
12726.0,23,11,4014.6,1,Regular Customers
12728.0,66,5,1070.17,1,Regular Customers
12729.0,109,1,453.01,0,Inactive Customers
12730.0,517,1,829.25,0,Inactive Customers
12732.0,175,1,236.26000000000002,0,Inactive Customers
12733.0,229,4,2424.87,1,Regular Customers
12734.0,348,3,639.65,0,Inactive Customers
12735.0,310,2,779.5699999999999,0,Inactive Customers
12736.0,328,1,234.0,0,Inactive Customers
12737.0,494,2,3710.5,1,Regular Customers
12738.0,367,1,155.35,0,Inactive Customers
12739.0,74,4,2726.73,1,Regular Customers
12740.0,59,1,427.6,0,Inactive Customers
12741.0,524,2,406.07,0,Inactive Customers
12742.0,621,1,1201.52,0,Inactive Customers
12743.0,129,2,540.13,0,Inactive Customers
12745.0,482,3,925.41,0,Inactive Customers
12746.0,536,1,254.55,0,Inactive Customers
12750.0,124,1,275.88,0,Inactive Customers
12751.0,440,1,268.27,0,Inactive Customers
12752.0,76,1,4366.78,1,Regular Customers
12754.0,231,3,3010.74,1,Regular Customers
12756.0,82,1,112.08,0,Inactive Customers
12759.0,47,8,5020.74,1,Regular Customers
12760.0,451,1,347.8,0,Inactive Customers
12761.0,453,2,782.95,0,Inactive Customers
12762.0,3,2,1898.52,0,Inactive Customers
12763.0,133,2,494.08,0,Inactive Customers
12764.0,312,1,1693.88,0,Inactive Customers
12765.0,467,6,1404.58,0,Inactive Customers
12767.0,371,1,949.82,0,Inactive Customers
12768.0,446,1,168.69,0,Inactive Customers
12769.0,234,1,1143.6,0,Inactive Customers
12770.0,206,2,3246.45,1,Regular Customers
12771.0,481,1,282.3,0,Inactive Customers
12772.0,55,1,892.47,0,Inactive Customers
12773.0,559,1,124.25,0,Inactive Customers
12774.0,531,1,98.7,0,Inactive Customers
12775.0,12,7,1686.1200000000001,1,Regular Customers
12776.0,663,1,55.5,0,Inactive Customers
12777.0,453,1,519.45,0,Inactive Customers
12778.0,15,9,1775.68,1,Regular Customers
12780.0,594,1,337.4,0,Inactive Customers
12781.0,59,2,826.74,0,Inactive Customers
12782.0,145,10,4365.99,1,Regular Customers
12783.0,28,5,1825.33,1,Regular Customers
12784.0,4,3,1763.15,1,Regular Customers
12785.0,359,3,1100.4,0,Inactive Customers
12786.0,605,1,728.5000000000001,0,Inactive Customers
12787.0,5,4,862.1800000000001,0,Inactive Customers
12788.0,458,4,444.90000000000003,0,Inactive Customers
12789.0,60,3,273.35,0,Inactive Customers
12790.0,187,2,591.85,0,Inactive Customers
12791.0,369,6,863.51,0,Inactive Customers
12792.0,252,2,827.01,0,Inactive Customers
12793.0,330,3,885.53,0,Inactive Customers
12794.0,48,2,860.41,0,Inactive Customers
12795.0,14,1,430.48,0,Inactive Customers
12796.0,623,1,381.0,0,Inactive Customers
12797.0,361,2,552.08,0,Inactive Customers
12799.0,524,1,219.35,0,Inactive Customers
12800.0,465,3,584.25,0,Inactive Customers
12801.0,496,1,1071.82,0,Inactive Customers
12802.0,182,7,2416.42,1,Regular Customers
12803.0,388,1,1092.81,0,Inactive Customers
12804.0,461,2,325.37,0,Inactive Customers
12805.0,377,4,1434.95,0,Inactive Customers
12806.0,430,4,2878.96,1,Regular Customers
12807.0,378,1,330.35,0,Inactive Customers
12808.0,32,5,776.7,1,Regular Customers
12809.0,173,3,1755.94,0,Inactive Customers
12810.0,530,2,534.99,0,Inactive Customers
12811.0,256,5,1033.9,0,Inactive Customers
12812.0,40,1,229.64000000000001,0,Inactive Customers
12813.0,497,3,1687.8,0,Inactive Customers
12814.0,97,1,125.92,0,Inactive Customers
12815.0,143,2,1063.46,0,Inactive Customers
12816.0,91,2,572.2,0,Inactive Customers
12817.0,276,3,690.98,0,Inactive Customers
12818.0,257,1,1542.08,0,Inactive Customers
12819.0,453,1,540.52,0,Inactive Customers
12820.0,39,10,2479.17,1,Regular Customers
12821.0,209,2,220.8,0,Inactive Customers
12822.0,66,2,948.88,0,Inactive Customers
12824.0,55,1,397.12,0,Inactive Customers
12825.0,516,2,518.63,0,Inactive Customers
12826.0,24,11,2658.15,1,Regular Customers
12827.0,1,3,430.15,0,Inactive Customers
12828.0,3,5,935.09,1,Regular Customers
12829.0,332,3,385.3,0,Inactive Customers
12831.0,258,3,451.11,0,Inactive Customers
12832.0,27,2,383.03000000000003,0,Inactive Customers
12833.0,140,1,417.38,0,Inactive Customers
12834.0,278,1,312.38,0,Inactive Customers
12837.0,168,2,662.66,0,Inactive Customers
12838.0,29,10,2975.91,1,Regular Customers
12840.0,139,7,4041.9700000000003,1,Regular Customers
12842.0,65,4,1917.99,1,Regular Customers
12844.0,24,4,648.6,0,Inactive Customers
12845.0,262,4,354.09000000000003,0,Inactive Customers
12846.0,677,1,15.58,0,Inactive Customers
12847.0,17,2,1609.0,0,Inactive Customers
12848.0,671,1,208.0,0,Inactive Customers
12849.0,26,6,3042.4700000000003,1,Regular Customers
12850.0,441,1,330.0,0,Inactive Customers
12851.0,92,2,280.76,0,Inactive Customers
12852.0,290,1,311.55,0,Inactive Customers
12853.0,130,11,3907.5,1,Regular Customers
12854.0,74,7,2970.9700000000003,1,Regular Customers
12855.0,368,4,612.84,0,Inactive Customers
12856.0,3,6,2170.78,1,Regular Customers
12857.0,206,6,3688.0,1,Regular Customers
12858.0,379,1,147.27,0,Inactive Customers
12859.0,454,1,575.1,0,Inactive Customers
12860.0,688,1,54.22,0,Inactive Customers
12861.0,615,1,68.25,0,Inactive Customers
12862.0,421,2,984.62,0,Inactive Customers
12863.0,47,6,2792.55,1,Regular Customers
12864.0,134,2,299.57,0,Inactive Customers
12865.0,21,4,3323.4700000000003,1,Regular Customers
12866.0,278,3,1227.35,0,Inactive Customers
12868.0,181,8,2043.76,1,Regular Customers
12869.0,677,1,337.66999999999996,0,Inactive Customers
12870.0,370,3,1676.95,0,Inactive Customers
12871.0,79,3,744.02,0,Inactive Customers
12873.0,277,3,2027.3,0,Inactive Customers
12874.0,380,2,948.42,0,Inactive Customers
12875.0,138,5,1356.9900000000002,1,Regular Customers
12876.0,53,4,4081.79,1,Regular Customers
12878.0,232,2,854.99,0,Inactive Customers
12879.0,40,3,573.22,0,Inactive Customers
12880.0,377,2,640.13,0,Inactive Customers
12881.0,271,1,298.0,0,Inactive Customers
12882.0,4,2,1463.04,0,Inactive Customers
12883.0,20,4,703.47,0,Inactive Customers
12884.0,84,1,309.05,0,Inactive Customers
12885.0,58,3,1175.22,0,Inactive Customers
12886.0,63,2,1378.4,0,Inactive Customers
12887.0,379,1,222.4,0,Inactive Customers
12888.0,209,2,354.12,0,Inactive Customers
12889.0,376,4,385.46000000000004,0,Inactive Customers
12890.0,19,2,706.02,0,Inactive Customers
12891.0,181,11,840.5,1,Regular Customers
12892.0,392,1,263.38,0,Inactive Customers
12893.0,26,1,176.55,0,Inactive Customers
12894.0,570,1,157.35,0,Inactive Customers
12895.0,37,2,372.8,0,Inactive Customers
12897.0,200,4,514.25,0,Inactive Customers
12898.0,459,2,296.21,0,Inactive Customers
12899.0,409,1,366.4,0,Inactive Customers
12900.0,417,1,340.33000000000004,0,Inactive Customers
12902.0,260,1,138.68,0,Inactive Customers
12903.0,424,1,833.5300000000001,0,Inactive Customers
12904.0,13,2,496.06,0,Inactive Customers
12905.0,572,2,1018.42,0,Inactive Customers
12906.0,7,5,2919.81,1,Regular Customers
12907.0,391,2,508.91,0,Inactive Customers
12908.0,171,5,1776.0,1,Regular Customers
12909.0,35,8,3103.19,1,Regular Customers
12911.0,547,1,1651.72,0,Inactive Customers
12912.0,4,4,1474.38,1,Regular Customers
12914.0,396,1,223.98,0,Inactive Customers
12915.0,144,4,975.1,0,Inactive Customers
12916.0,134,7,4479.73,1,Regular Customers
12917.0,123,6,4359.2,1,Regular Customers
12919.0,3,6,1335.19,1,Regular Customers
12920.0,12,4,486.64,0,Inactive Customers
12922.0,156,1,405.38,0,Inactive Customers
12923.0,59,3,770.42,0,Inactive Customers
12925.0,70,2,403.59000000000003,0,Inactive Customers
12926.0,406,4,1523.97,0,Inactive Customers
12927.0,390,1,197.31,0,Inactive Customers
12929.0,307,1,117.85,0,Inactive Customers
12930.0,73,2,415.8,0,Inactive Customers
12932.0,534,8,1698.56,1,Regular Customers
12933.0,19,8,1636.63,1,Regular Customers
12934.0,732,1,181.65,0,Inactive Customers
12936.0,12,4,1063.9,0,Inactive Customers
12937.0,10,9,3097.61,1,Regular Customers
12938.0,21,1,114.14,0,Inactive Customers
12940.0,50,2,899.69,0,Inactive Customers
12941.0,720,1,377.49,0,Inactive Customers
12942.0,126,3,675.6,0,Inactive Customers
12943.0,553,2,496.5,0,Inactive Customers
12944.0,31,2,604.51,0,Inactive Customers
12945.0,283,2,900.11,0,Inactive Customers
12946.0,432,1,324.45,0,Inactive Customers
12947.0,139,6,1603.99,1,Regular Customers
12948.0,11,9,2317.43,1,Regular Customers
12950.0,3,2,1483.0,0,Inactive Customers
12952.0,1,4,1387.79,1,Regular Customers
12953.0,5,2,828.8100000000001,0,Inactive Customers
12954.0,634,1,162.45,0,Inactive Customers
12955.0,3,10,4410.24,1,Regular Customers
12956.0,301,4,521.89,0,Inactive Customers
12958.0,395,2,467.34,0,Inactive Customers
12959.0,479,1,150.95,0,Inactive Customers
12960.0,409,4,1322.0700000000002,0,Inactive Customers
12961.0,374,1,211.99,0,Inactive Customers
12962.0,2,2,266.39,0,Inactive Customers
12964.0,432,1,132.24,0,Inactive Customers
12965.0,84,1,769.8100000000001,0,Inactive Customers
12966.0,5,1,160.18,0,Inactive Customers
12967.0,353,3,2938.52,1,Regular Customers
12968.0,107,1,135.95,0,Inactive Customers
12969.0,598,1,122.45,0,Inactive Customers
12970.0,2,10,1453.6,1,Regular Customers
12972.0,409,4,1161.2,0,Inactive Customers
12973.0,409,1,385.55,0,Inactive Customers
12974.0,193,2,408.95,0,Inactive Customers
12975.0,432,6,2100.09,1,Regular Customers
12976.0,207,8,3156.38,1,Regular Customers
12977.0,151,4,513.88,0,Inactive Customers
12978.0,380,5,2502.82,1,Regular Customers
12979.0,724,1,517.7,0,Inactive Customers
12981.0,25,2,372.21999999999997,0,Inactive Customers
12982.0,238,8,2744.81,1,Regular Customers
12983.0,594,1,490.08,0,Inactive Customers
12984.0,14,1,97.5,0,Inactive Customers
12985.0,24,1,754.38,0,Inactive Customers
12986.0,424,10,2729.84,1,Regular Customers
12987.0,69,5,1312.21,1,Regular Customers
12988.0,287,1,505.82,0,Inactive Customers
12990.0,27,7,955.5,1,Regular Customers
12991.0,18,3,764.82,0,Inactive Customers
12992.0,720,1,93.35,0,Inactive Customers
12993.0,18,8,1259.63,1,Regular Customers
12994.0,115,2,645.47,0,Inactive Customers
12995.0,80,1,211.32,0,Inactive Customers
12996.0,371,1,355.5,0,Inactive Customers
12997.0,17,8,2110.91,1,Regular Customers
12998.0,488,3,920.08,0,Inactive Customers
12999.0,191,3,455.88,0,Inactive Customers
13000.0,102,4,1032.5,0,Inactive Customers
13002.0,313,3,414.13,0,Inactive Customers
13003.0,101,3,149.05,0,Inactive Customers
13005.0,169,4,999.68,0,Inactive Customers
13006.0,51,1,81.57,0,Inactive Customers
13007.0,575,1,175.25,0,Inactive Customers
13008.0,318,3,612.13,0,Inactive Customers
13009.0,668,1,234.0,0,Inactive Customers
13010.0,369,2,330.12,0,Inactive Customers
13011.0,367,1,50.550000000000004,0,Inactive Customers
13012.0,5,11,2957.83,1,Regular Customers
13016.0,68,3,789.89,0,Inactive Customers
13017.0,2,1,204.0,0,Inactive Customers
13019.0,374,6,1229.95,1,Regular Customers
13020.0,558,2,618.96,0,Inactive Customers
13022.0,425,1,65.3,0,Inactive Customers
13023.0,59,3,1449.03,0,Inactive Customers
13024.0,466,2,555.87,0,Inactive Customers
13025.0,727,1,323.39,0,Inactive Customers
13026.0,27,8,1532.56,1,Regular Customers
13028.0,18,2,661.3199999999999,0,Inactive Customers
13029.0,26,5,1927.3,1,Regular Customers
13030.0,6,2,752.44,0,Inactive Customers
13031.0,402,5,3292.84,1,Regular Customers
13032.0,47,9,2815.96,1,Regular Customers
13033.0,352,2,220.55,0,Inactive Customers
13034.0,50,3,756.82,0,Inactive Customers
13035.0,69,3,1364.2,0,Inactive Customers
13036.0,680,1,307.1,0,Inactive Customers
13038.0,75,3,908.46,0,Inactive Customers
13039.0,579,4,1010.73,0,Inactive Customers
13040.0,4,2,676.99,0,Inactive Customers
13041.0,446,4,799.13,0,Inactive Customers
13042.0,593,3,1488.59,0,Inactive Customers
13043.0,268,1,516.42,0,Inactive Customers
13044.0,286,11,4848.05,1,Regular Customers
13045.0,94,3,808.9200000000001,0,Inactive Customers
13046.0,26,3,949.25,0,Inactive Customers
13048.0,9,9,4049.13,1,Regular Customers
13049.0,59,4,1408.24,1,Regular Customers
13051.0,574,2,155.8,0,Inactive Customers
13052.0,207,7,3119.33,1,Regular Customers
13053.0,617,1,127.65,0,Inactive Customers
13055.0,73,4,2321.11,1,Regular Customers
13056.0,546,1,209.48,0,Inactive Customers
13057.0,525,3,709.59,0,Inactive Customers
13058.0,20,3,271.40000000000003,0,Inactive Customers
13059.0,245,10,2291.77,1,Regular Customers
13060.0,249,1,307.53000000000003,0,Inactive Customers
13061.0,67,1,248.61,0,Inactive Customers
13062.0,186,1,346.98,0,Inactive Customers
13063.0,476,1,188.4,0,Inactive Customers
13064.0,8,6,1666.84,1,Regular Customers
13065.0,368,5,1055.05,0,Inactive Customers
13066.0,20,2,470.8,0,Inactive Customers
13067.0,77,3,508.51,0,Inactive Customers
13068.0,5,2,344.0,0,Inactive Customers
