Customer ID,Recency,Frequency,Monetary
12670.0,5,7,3760.29
12671.0,601,1,2622.481
12672.0,325,2,437.05
12673.0,322,2,840.4
12674.0,34,4,1970.6
12675.0,549,2,957.25
12676.0,20,11,2843.09
12677.0,550,2,395.1
12679.0,54,4,1113.02
12680.0,69,3,613.36
12684.0,3,7,2283.63
12685.0,23,6,2863.08
12686.0,367,1,89.14
12687.0,476,2,2138.91
12688.0,109,1,4873.81
12689.0,21,2,1247.6100000000001
12690.0,201,1,389.01
12691.0,23,7,1170.4
12692.0,632,1,110.95
12693.0,122,7,1703.02
12694.0,66,3,1843.35
12695.0,2,7,1407.1200000000001
12696.0,430,2,851.91
12697.0,24,3,957.59
12698.0,585,1,339.75
12699.0,413,1,638.11
12700.0,3,4,4939.99
12701.0,75,6,2446.41
12702.0,15,1,219.0
12703.0,66,4,1006.53
12704.0,3,8,2340.84
12707.0,287,1,603.42
12710.0,92,3,1149.02
12711.0,607,2,1339.05
12715.0,101,1,343.36
12716.0,128,1,677.9
12717.0,146,3,1308.91
12718.0,66,1,238.25
12719.0,60,1,283.6
12721.0,27,8,4013.08
12722.0,80,4,997.63
12723.0,11,4,647.79
12724.0,77,6,2109.28
12725.0,366,4,2266.76
12726.0,23,11,4014.6
12728.0,66,5,1070.17
12729.0,109,1,453.01
12730.0,517,1,829.25
12732.0,175,1,236.26000000000002
12733.0,229,4,2424.87
12734.0,348,3,639.65
12735.0,310,2,779.5699999999999
12736.0,328,1,234.0
12737.0,494,2,3710.5
12738.0,367,1,155.35
12739.0,74,4,2726.73
12740.0,59,1,427.6
12741.0,524,2,406.07
12742.0,621,1,1201.52
12743.0,129,2,540.13
12745.0,482,3,925.41
12746.0,536,1,254.55
12750.0,124,1,275.88
12751.0,440,1,268.27
12752.0,76,1,4366.78
12754.0,231,3,3010.74
12756.0,82,1,112.08
12759.0,47,8,5020.74
12760.0,451,1,347.8
12761.0,453,2,782.95
12762.0,3,2,1898.52
12763.0,133,2,494.08
12764.0,312,1,1693.88
12765.0,467,6,1404.58
12767.0,371,1,949.82
12768.0,446,1,168.69
12769.0,234,1,1143.6
12770.0,206,2,3246.45
12771.0,481,1,282.3
12772.0,55,1,892.47
12773.0,559,1,124.25
12774.0,531,1,98.7
12775.0,12,7,1686.1200000000001
12776.0,663,1,55.5
12777.0,453,1,519.45
12778.0,15,9,1775.68
12780.0,594,1,337.4
12781.0,59,2,826.74
12782.0,145,10,4365.99
12783.0,28,5,1825.33
12784.0,4,3,1763.15
12785.0,359,3,1100.4
12786.0,605,1,728.5000000000001
12787.0,5,4,862.1800000000001
12788.0,458,4,444.90000000000003
12789.0,60,3,273.35
12790.0,187,2,591.85
12791.0,369,6,863.51
12792.0,252,2,827.01
12793.0,330,3,885.53
12794.0,48,2,860.41
12795.0,14,1,430.48
12796.0,623,1,381.0
12797.0,361,2,552.08
12799.0,524,1,219.35
12800.0,465,3,584.25
12801.0,496,1,1071.82
12802.0,182,7,2416.42
12803.0,388,1,1092.81
12804.0,461,2,325.37
12805.0,377,4,1434.95
12806.0,430,4,2878.96
12807.0,378,1,330.35
12808.0,32,5,776.7
12809.0,173,3,1755.94
12810.0,530,2,534.99
12811.0,256,5,1033.9
12812.0,40,1,229.64000000000001
12813.0,497,3,1687.8
12814.0,97,1,125.92
12815.0,143,2,1063.46
12816.0,91,2,572.2
12817.0,276,3,690.98
12818.0,257,1,1542.08
12819.0,453,1,540.52
12820.0,39,10,2479.17
12821.0,209,2,220.8
12822.0,66,2,948.88
12824.0,55,1,397.12
12825.0,516,2,518.63
12826.0,24,11,2658.15
12827.0,1,3,430.15
12828.0,3,5,935.09
12829.0,332,3,385.3
12831.0,258,3,451.11
12832.0,27,2,383.03000000000003
12833.0,140,1,417.38
12834.0,278,1,312.38
12837.0,168,2,662.66
12838.0,29,10,2975.91
12840.0,139,7,4041.9700000000003
12842.0,65,4,1917.99
12844.0,24,4,648.6
12845.0,262,4,354.09000000000003
12846.0,677,1,15.58
12847.0,17,2,1609.0
12848.0,671,1,208.0
12849.0,26,6,3042.4700000000003
12850.0,441,1,330.0
12851.0,92,2,280.76
12852.0,290,1,311.55
12853.0,130,11,3907.5
12854.0,74,7,2970.9700000000003
12855.0,368,4,612.84
12856.0,3,6,2170.78
12857.0,206,6,3688.0
12858.0,379,1,147.27
12859.0,454,1,575.1
12860.0,688,1,54.22
12861.0,615,1,68.25
12862.0,421,2,984.62
12863.0,47,6,2792.55
12864.0,134,2,299.57
12865.0,21,4,3323.4700000000003
12866.0,278,3,1227.35
12868.0,181,8,2043.76
12869.0,677,1,337.66999999999996
12870.0,370,3,1676.95
12871.0,79,3,744.02
12873.0,277,3,2027.3
12874.0,380,2,948.42
12875.0,138,5,1356.9900000000002
12876.0,53,4,4081.79
12878.0,232,2,854.99
12879.0,40,3,573.22
12880.0,377,2,640.13
12881.0,271,1,298.0
12882.0,4,2,1463.04
12883.0,20,4,703.47
12884.0,84,1,309.05
12885.0,58,3,1175.22
12886.0,63,2,1378.4
12887.0,379,1,222.4
12888.0,209,2,354.12
12889.0,376,4,385.46000000000004
12890.0,19,2,706.02
12891.0,181,11,840.5
12892.0,392,1,263.38
12893.0,26,1,176.55
12894.0,570,1,157.35
12895.0,37,2,372.8
12897.0,200,4,514.25
12898.0,459,2,296.21
12899.0,409,1,366.4
12900.0,417,1,340.33000000000004
12902.0,260,1,138.68
12903.0,424,1,833.5300000000001
12904.0,13,2,496.06
12905.0,572,2,1018.42
12906.0,7,5,2919.81
12907.0,391,2,508.91
12908.0,171,5,1776.0
12909.0,35,8,3103.19
12911.0,547,1,1651.72
12912.0,4,4,1474.38
12914.0,396,1,223.98
12915.0,144,4,975.1
12916.0,134,7,4479.73
12917.0,123,6,4359.2
12919.0,3,6,1335.19
12920.0,12,4,486.64
12922.0,156,1,405.38
12923.0,59,3,770.42
12925.0,70,2,403.59000000000003
12926.0,406,4,1523.97
12927.0,390,1,197.31
12929.0,307,1,117.85
12930.0,73,2,415.8
12932.0,534,8,1698.56
12933.0,19,8,1636.63
12934.0,732,1,181.65
12936.0,12,4,1063.9
12937.0,10,9,3097.61
12938.0,21,1,114.14
12940.0,50,2,899.69
12941.0,720,1,377.49
12942.0,126,3,675.6
12943.0,553,2,496.5
12944.0,31,2,604.51
12945.0,283,2,900.11
12946.0,432,1,324.45
12947.0,139,6,1603.99
12948.0,11,9,2317.43
12950.0,3,2,1483.0
12952.0,1,4,1387.79
12953.0,5,2,828.8100000000001
12954.0,634,1,162.45
12955.0,3,10,4410.24
12956.0,301,4,521.89
12958.0,395,2,467.34
12959.0,479,1,150.95
12960.0,409,4,1322.0700000000002
12961.0,374,1,211.99
12962.0,2,2,266.39
12964.0,432,1,132.24
12965.0,84,1,769.8100000000001
12966.0,5,1,160.18
12967.0,353,3,2938.52
12968.0,107,1,135.95
12969.0,598,1,122.45
12970.0,2,10,1453.6
12972.0,409,4,1161.2
12973.0,409,1,385.55
12974.0,193,2,408.95
12975.0,432,6,2100.09
12976.0,207,8,3156.38
12977.0,151,4,513.88
12978.0,380,5,2502.82
12979.0,724,1,517.7
12981.0,25,2,372.21999999999997
12982.0,238,8,2744.81
12983.0,594,1,490.08
12984.0,14,1,97.5
12985.0,24,1,754.38
12986.0,424,10,2729.84
12987.0,69,5,1312.21
12988.0,287,1,505.82
12990.0,27,7,955.5
12991.0,18,3,764.82
12992.0,720,1,93.35
12993.0,18,8,1259.63
12994.0,115,2,645.47
12995.0,80,1,211.32
12996.0,371,1,355.5
12997.0,17,8,2110.91
12998.0,488,3,920.08
12999.0,191,3,455.88
13000.0,102,4,1032.5
13002.0,313,3,414.13
13003.0,101,3,149.05
13005.0,169,4,999.68
13006.0,51,1,81.57
13007.0,575,1,175.25
13008.0,318,3,612.13
13009.0,668,1,234.0
13010.0,369,2,330.12
13011.0,367,1,50.550000000000004
13012.0,5,11,2957.83
13016.0,68,3,789.89
13017.0,2,1,204.0
13019.0,374,6,1229.95
13020.0,558,2,618.96
13022.0,425,1,65.3
13023.0,59,3,1449.03
13024.0,466,2,555.87
13025.0,727,1,323.39
13026.0,27,8,1532.56
13028.0,18,2,661.3199999999999
13029.0,26,5,1927.3
13030.0,6,2,752.44
13031.0,402,5,3292.84
13032.0,47,9,2815.96
13033.0,352,2,220.55
13034.0,50,3,756.82
13035.0,69,3,1364.2
13036.0,680,1,307.1
13038.0,75,3,908.46
13039.0,579,4,1010.73
13040.0,4,2,676.99
13041.0,446,4,799.13
13042.0,593,3,1488.59
13043.0,268,1,516.42
13044.0,286,11,4848.05
13045.0,94,3,808.9200000000001
13046.0,26,3,949.25
13048.0,9,9,4049.13
13049.0,59,4,1408.24
13051.0,574,2,155.8
13052.0,207,7,3119.33
13053.0,617,1,127.65
13055.0,73,4,2321.11
13056.0,546,1,209.48
13057.0,525,3,709.59
13058.0,20,3,271.40000000000003
13059.0,245,10,2291.77
13060.0,249,1,307.53000000000003
13061.0,67,1,248.61
13062.0,186,1,346.98
13063.0,476,1,188.4
13064.0,8,6,1666.84
13065.0,368,5,1055.05
13066.0,20,2,470.8
13067.0,77,3,508.51
13068.0,5,2,344.0
13070.0,187,4,751.7
13071.0,607,1,129.22
13072.0,262,1,177.15
13073.0,406,2,418.08
13074.0,506,4,1378.74
13075.0,125,1,919.61
13076.0,453,1,135.4
13077.0,285,10,2588.82
13079.0,17,5,389.18
13080.0,174,4,280.73
13083.0,71,2,284.07
13084.0,487,1,122.39999999999999
13085.0,153,8,2433.28
13086.0,378,1,439.33000000000004
13087.0,721,1,313.64
13088.0,412,1,236.11
13091.0,23,3,2321.82
13095.0,66,1,74.39999999999999
13096.0,389,1,419.7000000000001
13099.0,94,1,207.36
13101.0,229,4,695.4
13103.0,35,3,709.64
13104.0,42,8,1369.62
13105.0,431,1,72.0
13106.0,128,2,603.46
13108.0,368,2,748.46
13109.0,55,3,1134.03
13111.0,714,1,321.88000000000005
13112.0,536,1,20.599999999999998
13114.0,726,1,234.38
13116.0,133,1,501.14
13118.0,15,9,2415.41
13119.0,664,1,134.9
13120.0,234,1,30.6
13121.0,264,1,283.73
13122.0,89,2,922.39
13123.0,468,2,506.75
13124.0,85,4,4641.66
13125.0,519,1,148.62
13127.0,73,1,259.17
13128.0,626,1,263.5
13129.0,447,2,233.25
13130.0,89,1,64.0
13131.0,18,7,3313.77
13132.0,257,1,77.3
13133.0,269,3,200.45
13134.0,81,6,2475.23
13135.0,192,2,3371.45
13138.0,17,7,1274.01
13140.0,103,5,1054.92
13142.0,14,1,307.09000000000003
13143.0,580,1,405.1
13144.0,328,2,135.35
13145.0,35,7,1128.52
13146.0,21,1,228.91
13147.0,5,4,712.8
13149.0,10,4,1676.06
13150.0,480,3,449.96999999999997
13151.0,291,3,2465.21
13152.0,412,7,2146.38
13153.0,1,1,486.22
13154.0,394,3,1624.84
13155.0,28,6,1370.48
13156.0,381,3,1586.54
13158.0,90,5,1508.18
13159.0,4,4,1429.35
13160.0,18,1,91.8
13161.0,308,2,472.13
13163.0,605,1,17.65
13164.0,564,2,372.2
13165.0,41,3,1451.1599999999999
13166.0,278,2,875.93
13167.0,14,5,1125.15
13168.0,32,5,1840.73
13169.0,59,3,840.08
13170.0,22,1,108.81
13171.0,17,3,468.41
13172.0,395,1,69.6
13173.0,362,10,2212.11
13175.0,578,2,831.45
13176.0,41,1,481.49
13177.0,60,2,512.2
13179.0,614,1,572.3100000000001
13180.0,602,1,86.10000000000001
13181.0,376,1,359.69
13182.0,40,1,121.18
13184.0,10,10,1668.95
13185.0,263,1,71.4
13186.0,35,3,1575.89
13187.0,332,4,341.36
13188.0,6,1,114.6
13189.0,14,2,260.68
13190.0,539,3,570.66
13191.0,653,1,164.69
13192.0,90,6,2558.58
13193.0,56,1,112.08
13194.0,131,2,472.78
13195.0,410,1,136.73
13196.0,6,7,3068.84
13197.0,605,1,373.01000000000005
13198.0,5,8,4974.2300000000005
13200.0,14,4,870.09
13201.0,497,4,1233.06
13202.0,389,7,1580.3
13203.0,5,10,2648.25
13204.0,726,1,966.6600000000001
13205.0,438,1,2803.2
13207.0,10,4,535.86
13208.0,54,9,1976.3
13210.0,89,1,353.48
13211.0,5,10,2618.77
13212.0,15,3,786.83
13213.0,52,11,3851.52
13214.0,413,7,3264.23
13215.0,397,1,81.6
13216.0,263,1,333.74
13217.0,117,4,666.48
13218.0,122,1,62.64
13219.0,613,1,76.23
13220.0,73,5,1336.0900000000001
13221.0,235,2,847.41
13222.0,572,1,88.5
13223.0,196,6,969.12
13224.0,55,2,2155.95
13226.0,268,2,312.46
13227.0,197,1,257.7
13228.0,76,1,358.0
13229.0,221,1,160.95
13232.0,8,7,1328.35
13233.0,69,4,1176.46
13234.0,668,2,346.5
13235.0,207,1,1031.07
13236.0,20,2,744.85
13237.0,383,1,643.0
13238.0,12,6,1006.63
13239.0,257,5,1594.69
13240.0,91,8,1475.79
13241.0,407,1,112.53
13242.0,108,7,699.4
13243.0,199,5,1220.38
13244.0,88,1,121.74000000000001
13245.0,46,2,989.22
13246.0,13,11,3351.75
13247.0,13,4,501.12
13248.0,120,2,465.68
13249.0,87,9,1608.9299999999998
13250.0,456,2,253.09
13251.0,397,1,252.68
13252.0,389,2,399.3
13253.0,152,4,2951.11
13254.0,371,1,51.41
13255.0,5,3,678.76
13257.0,431,1,149.75
13258.0,7,5,1009.43
13259.0,57,9,1402.54
13260.0,56,1,557.62
13261.0,264,2,944.1
13262.0,258,3,573.45
13264.0,438,1,722.5600000000001
13265.0,48,5,2092.66
13268.0,13,11,3174.75
13270.0,361,1,590.0
13271.0,32,1,211.49
13272.0,26,2,276.56
13273.0,108,1,138.98
13274.0,404,1,360.85
13275.0,379,2,238.86
13276.0,59,5,1891.91
13277.0,11,7,523.3
13278.0,36,4,1435.85
13279.0,73,1,137.75
13280.0,118,7,2293.33
13281.0,434,1,350.85
13282.0,13,4,1313.19
13283.0,55,4,373.36
13284.0,326,1,201.19
13285.0,18,6,3364.59
13286.0,595,1,734.91
13287.0,598,3,781.59
13288.0,438,5,927.61
13289.0,719,1,307.95
13290.0,433,1,208.63
13291.0,151,11,3270.79
13292.0,34,5,994.51
13293.0,387,6,1192.94
13294.0,185,3,1689.53
13295.0,355,4,1101.97
13296.0,132,6,792.51
13297.0,3,7,4368.62
13299.0,264,3,1218.7
13300.0,165,3,1285.51
13301.0,99,4,618.09
13302.0,150,2,159.2
13303.0,395,1,61.72
13304.0,346,4,1217.99
13306.0,425,1,53.65
13307.0,115,3,273.34
13308.0,18,4,1670.3700000000001
13309.0,2,6,1706.3700000000001
13310.0,23,5,1541.2
13311.0,145,1,490.11
13312.0,446,1,124.75
13314.0,59,2,589.47
13315.0,684,1,310.26000000000005
13318.0,1,2,489.92
13320.0,73,6,2211.6
13321.0,67,2,567.36
13322.0,12,1,199.48000000000002
13323.0,3,4,513.0500000000001
13325.0,77,1,675.3
13326.0,427,1,281.76
13328.0,311,1,1308.48
13329.0,27,8,4808.7699999999995
13330.0,88,6,2796.1
13331.0,397,1,262.4
13332.0,9,1,350.90000000000003
13333.0,406,3,1015.74
13336.0,72,1,795.12
13337.0,541,1,1575.26
13338.0,153,4,2445.62
13339.0,196,1,860.12
13341.0,256,1,775.85
13343.0,173,1,353.43
13344.0,63,3,2511.69
13345.0,283,1,389.5
13346.0,458,6,299.4
13347.0,65,1,341.36
13348.0,59,1,233.76000000000002
13349.0,6,1,247.32
13350.0,11,2,979.12
13351.0,62,1,373.94
13352.0,55,1,397.98
13354.0,66,1,743.53
13355.0,117,1,674.7
13356.0,75,1,768.24
13357.0,252,5,3805.51
13358.0,264,1,439.03000000000003
13359.0,59,2,1043.31
13360.0,427,4,1553.65
13361.0,467,2,1450.5
13363.0,13,3,1723.8600000000001
13364.0,66,1,134.96
13365.0,29,2,2225.37
13366.0,45,1,56.16
13367.0,427,1,510.2
13368.0,252,4,1121.5
13369.0,361,1,308.28000000000003
13370.0,367,1,754.87
13371.0,500,2,2297.66
13372.0,85,1,378.64
13374.0,410,2,422.8
13375.0,84,2,1792.23
13376.0,94,3,1019.76
13377.0,392,2,1552.88
13379.0,21,3,572.56
13380.0,428,1,62.4
13382.0,276,5,1387.58
13383.0,539,1,305.28000000000003
13385.0,325,1,534.57
13386.0,410,2,835.46
13387.0,412,1,186.94
13388.0,127,3,1185.65
13389.0,6,3,797.96
13390.0,70,1,544.08
13391.0,199,1,59.8
13392.0,672,1,91.14
13393.0,579,4,1131.45
13395.0,180,3,1180.23
13396.0,24,2,1360.99
13397.0,68,10,3191.87
13398.0,187,2,670.34
13399.0,459,3,275.4
13400.0,578,1,310.83
13402.0,122,4,1226.8500000000001
13403.0,13,3,229.5
13404.0,208,1,217.81
13405.0,69,6,1213.811
13406.0,422,2,568.92
13407.0,574,3,2244.7
13410.0,19,9,2201.96
13411.0,102,1,213.55
13412.0,615,1,487.35
13413.0,635,6,429.44
13414.0,129,6,2494.14
13415.0,468,4,784.17
13416.0,39,3,940.8000000000001
13417.0,200,5,1264.66
13419.0,59,1,221.06
13420.0,145,2,159.85
13421.0,35,8,4058.75
13422.0,59,1,2626.3
13423.0,424,1,217.03
13424.0,445,1,572.77
13425.0,103,5,3390.4300000000003
13427.0,15,6,1006.53
13428.0,5,3,478.54
13429.0,6,4,1006.8
13430.0,14,2,679.45
13431.0,62,8,3316.2400000000002
13432.0,566,2,439.1
13433.0,496,4,658.32
13434.0,69,5,1666.8600000000001
13435.0,19,8,4005.03
13437.0,9,7,3408.06
13438.0,542,1,46.5
13439.0,250,3,986.61
13440.0,419,7,1295.25
13441.0,87,2,720.9
13442.0,662,3,419.87
13443.0,444,6,1273.16
13444.0,370,2,619.08
13445.0,621,1,241.89999999999998
13446.0,425,11,3881.89
13447.0,18,3,1129.14
13449.0,19,1,291.88
13452.0,254,3,729.8
13453.0,161,3,781.69
13454.0,636,1,219.87
13455.0,20,6,2212.9900000000002
13456.0,13,6,1766.72
13457.0,684,2,148.22
13459.0,620,2,1160.41
13460.0,24,2,183.44
13461.0,34,6,4160.0
13462.0,248,5,1153.8500000000001
13464.0,53,6,3097.64
13465.0,441,2,931.12
13466.0,179,5,1013.35
13467.0,6,2,1071.91
13469.0,648,1,82.4
13470.0,94,2,165.0
13471.0,1,3,2409.6
13472.0,459,2,592.24
13473.0,56,8,2657.76
13474.0,231,3,646.59
13475.0,186,4,1431.78
13476.0,174,5,2061.4700000000003
13477.0,33,11,2819.17
13478.0,464,5,2215.78
13479.0,196,4,851.37
13480.0,412,2,627.82
13481.0,41,11,3830.84
13482.0,227,2,336.09
13483.0,61,1,140.34
13484.0,236,3,790.72
13485.0,228,11,3019.2200000000003
13486.0,74,3,1122.41
13487.0,53,5,846.87
13489.0,100,4,449.52
13490.0,649,1,154.25
13492.0,131,3,1269.84
13493.0,270,2,618.63
13494.0,307,1,316.26000000000005
13495.0,3,10,4863.31
13496.0,6,2,653.33
13497.0,278,6,1166.8300000000002
13498.0,725,1,327.38
13499.0,13,5,1159.1100000000001
13500.0,18,4,1466.3
13501.0,283,3,2885.11
13502.0,12,5,780.5
13503.0,66,6,1859.24
13504.0,59,1,295.93
13505.0,68,4,4393.63
13506.0,311,5,1338.08
13507.0,93,3,2022.79
13508.0,239,2,287.05
13509.0,4,8,1114.72
13510.0,40,10,4216.43
13511.0,672,1,282.76
13512.0,256,4,713.39
13513.0,122,3,824.59
13514.0,69,4,815.9000000000001
13515.0,68,6,1265.82
13516.0,17,4,1685.26
13517.0,55,3,2128.42
13518.0,81,1,627.16
13519.0,73,2,343.21
13521.0,5,1,277.48
13522.0,25,1,125.80000000000001
13523.0,28,6,4534.57
13524.0,36,5,680.1800000000001
13525.0,10,2,628.78
13526.0,734,2,1182.0
13529.0,74,2,307.76
13530.0,629,1,402.98
13531.0,200,6,1433.07
13532.0,29,1,210.31
13533.0,178,3,269.09
13535.0,398,1,89.5
13536.0,1,6,3095.04
13537.0,421,2,717.85
13539.0,81,7,1569.36
13540.0,462,3,632.39
13541.0,422,2,785.25
13543.0,629,2,1439.61
13544.0,35,6,790.2
13545.0,386,2,364.93
13546.0,7,5,1086.24
13547.0,403,1,167.08
13548.0,91,3,901.44
13549.0,21,8,1005.8000000000001
13550.0,378,1,342.55
13551.0,314,2,244.2
13553.0,670,1,499.6
13554.0,375,7,1629.35
13556.0,424,2,200.82
13558.0,1,4,594.52
13559.0,508,2,990.0
13560.0,3,1,171.42000000000002
13561.0,211,11,1803.4
13562.0,77,8,4838.18
13563.0,79,2,777.53
13565.0,14,3,414.8
13566.0,36,5,1688.6
13567.0,424,4,1079.29
13568.0,168,1,187.05
13569.0,13,4,726.54
